0,18.89319008822938
1,14.844312426521665
2,11.591813086619407
3,9.541168911402432
4,8.424150128354217
9,6.059610070861416
19,3.438690315234964
39,1.044596592379512
59,0.5021873864020406
79,0.3777197235015343
99,0.29993056907229243
119,0.24067356442969096
139,0.2754492613459637
159,0.2124461091494958
179,0.15942414265650762
199,0.18653615212822205
219,0.20285414019209055
239,0.13810785955570407
259,0.100438941876964
279,0.11084898195976726
299,0.11318795336907977
319,0.10820198756112777
339,0.12312042174472114
359,0.17518329733334345
379,0.08919643855030071
399,0.10018166845556979
419,0.14794257350293538
439,0.11185831577500215
459,0.07837110803515951
479,0.07886836770838372
499,0.08910206047739246
