0,21.32612081854825
0,21.320154283328762
1,20.361679769205793
2,19.427432105639888
3,18.53335426570705
4,17.686004705623212
9,14.193912476715703
19,10.284398480478709
39,7.7738640354127435
59,6.7637214349445145
79,6.0548472640019675
99,5.483498402752222
119,5.000701190155615
139,4.583286281532547
159,4.217690611058992
179,3.894231779695922
199,3.606086545325687
219,3.3478476255006835
239,3.11577793605323
259,2.9064815380380056
279,2.716909451782646
299,2.544556041946544
319,2.387818276705044
339,2.2446652527597393
359,2.113740517814863
379,1.9937444014338916
399,1.8835918701612142
419,1.782371605292321
439,1.6892300456644556
459,1.603409465252148
479,1.5241863731014509
499,1.4509866393527928
