0,18.89027692269894
1,14.842237563076868
2,11.57951944325977
3,9.529088062520746
4,8.421893360732676
9,6.072136661480376
19,3.444102401135829
39,1.0392386567746086
59,0.5312760369479805
79,0.36994750809779353
99,0.2981068781718975
119,0.21772964984984697
139,0.28625865449235643
159,0.194786211662341
179,0.17243672222946363
199,0.2332322930538217
219,0.20260705388643174
239,0.14821860380827798
259,0.17703463418622006
279,0.12898481412441998
299,0.09289782515546939
319,0.09888835212100347
339,0.11071130709713457
359,0.09736377792633752
379,0.09882645029041016
399,0.10422779513811078
419,0.12627552509818385
439,0.09934481596928733
459,0.06688886590592195
479,0.12346204180765662
499,0.13185254160462825
