0,6.976473786024813
1,4.946591266027908
2,3.7023035587555526
3,3.08780222067685
4,2.5913602017973765
9,1.1733200264581911
19,0.48670548059610425
39,0.27994089112311793
59,0.20986326200240754
79,0.16973973863459832
99,0.1426841823561392
119,0.12113633303556998
139,0.10235349479433886
159,0.08659602353138875
179,0.07604415871023117
199,0.06892595791540021
219,0.06292147639840656
0,8.711575068187923
1,6.802686120809738
2,5.336464515133952
3,4.71426815964316
4,3.676075857251373
9,1.806609868396565
19,0.8940408396570818
39,0.4537899146031533
59,0.3278307926956479
79,0.261431379150366
99,0.21952370192146392
119,0.19025312059202112
139,0.1686217861799578
159,0.15187262952941766
179,0.1383939634769458
199,0.12717578970364146
219,0.11792160298466935
239,0.11009221458180381
259,0.1031320689066236
279,0.09691377824147564
299,0.0913339334680736
319,0.0862905401279854
339,0.08172152870250717
359,0.07753287405398682
379,0.07372494703556841
399,0.07024938640551828
419,0.06705522224224607
439,0.06410598855151745
459,0.061377564078301874
479,0.05885616340937261
499,0.05651943660640521
